,Product,Energy_Content_MJ_per_unit,Energy_Input_for_production
62,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",1.96572550365275e-06,0.0
63,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",8.55586684923683e-06,0.0
64,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",1.50952383490045e-06,0.0
65,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",1.47700069656916,0.0
66,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.00241042005882769,0.0
67,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",2.650858394635e-05,0.0
68,"Electricity Mix, consumption mix, at consumer, AC, 230V",1.65076304390763,0.0
69,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",0.00014944890904383,0.0
70,"Electricity grid mix, consumption mix, at consumer, AC, 230V",0.000737138961165933,0.0
71,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",0.0296919434927794,0.0
72,"Natural Gas, consumption mix, at consumer, from onshore and offshore production incl. pipeline and LNG transport, desulphurised",0.000803916700510981,0.0
73,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",0.000362197950627689,0.0
74,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",1.21267695265784,0.0
75,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",7.50904822255257e-07,0.0
76,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",0.00187945848861949,0.0
77,"Electricity Mix, consumption mix, at consumer, AC, 220V",1.77043450436824,0.0
78,"Electricity grid mix, consumption mix, at consumer, AC, 230V",0.151869044633557,0.0
79,"Ethene (Ethylene), production mix, at plant, from steam cracking, gaseous",0.135496211316931,0.0
80,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",0.456787281677075,0.0
81,"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",2.59152514922436e-06,0.0
82,"Electricity grid mix, consumption mix, at consumer, AC, 230V",2.35712597761251,0.0
83,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",2.04188623240541,0.0
84,"Electricity grid mix, consumption mix, at consumer, AC, 230V",0.000106848036843833,0.0
85,"Electricity grid mix, consumption mix, at consumer, AC, 230V",0.0398437736167408,0.0
86,"Electricity Mix, consumption mix, at consumer, AC, 230V",2.56154784048814,0.0
87,"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",1.13128166891403e-05,0.0
88,"Electricity Mix, consumption mix, at consumer, AC, 230V",1.77916678186552,0.0
89,"Electricity Mix, consumption mix, at consumer, AC, 220V",0.161080199004065,0.0
90,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",1.14301263257336e-05,0.0
91,"Nitrogen, production mix, at plant, via cryogenic air separation, gaseous",0.00367030156281657,0.0
92,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",8.71095811362496e-07,0.0
93,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",1.72556753315675e-06,0.0
94,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.000164382225782429,0.0
95,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",0.00371156666264792,0.0
96,"Process steam from Heavy fuel oil 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",1.87029872962573e-05,0.0
97,"Heavy fuel oil, consumption mix, at refinery, from crude oil",41.4381930425494,0.0
98,"Electricity grid mix, consumption mix, at consumer, AC, 230V",0.0884139908635334,0.0
99,"Electricity grid mix, consumption mix, at consumer, AC, 230V",0.00162868639209542,0.0
100,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",0.170064604317932,0.0
101,"Light fuel oil at refinery, production mix, at refinery, from crude oil, fuel supply, 0.1 wt.% sulphur",46.9927361355011,0.0
102,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",0.000265682678356425,0.0
103,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.000413037110768646,0.0
104,"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.00129536776517765,0.0
105,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",0.299731609400091,0.0
106,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",3.20907587346202e-05,0.0
107,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",0.0123423722416092,0.0
108,"Electricity grid mix, consumption mix, at consumer, AC, 230V",4.17501586929037e-05,0.0
109,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",0.0703547019126042,0.0
110,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",0.322589128932823,0.0
111,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",0.817279601357612,0.0
112,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",2.02924256954207e-05,0.0
113,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",3.28115968196194e-06,0.0
114,"Electricity Mix, consumption mix, at consumer, AC, 230V",0.00295083288866103,0.0
115,"Gasoline (regular), consumption mix, at refinery, from crude oil, 100 ppm sulphur",0.167377573382629,0.0
116,"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.001434368917691,0.0
117,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",2.11517364358933e-06,0.0
118,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.000830442728216401,0.0
119,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.00137659216959491,0.0
120,"Landfill of plastic waste, at landfill site, landfill including landfill gas utilisation and leachate treatment and without collection, transport and   pre-treatment",0.00544250861262316,0.0
121,"Landfill of untreated wood, at landfill site, landfill including landfill gas utilisation and leachate treatment and without collection, transport and   pre-treatment",2.60572103902762e-06,0.0
122,"Landfill of wood products (OSB, particle board), at landfill site, landfill including landfill gas utilisation and leachate treatment and without collection, transport and   pre-treatment",2.60580640430825e-06,0.0
123,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",3.7664475277624e-05,0.0
124,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",0.00515378636000885,0.0
125,"Electricity grid mix, consumption mix, at consumer, AC, 220V",0.00146671529978758,0.0
126,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",9.87764786064303e-07,0.0
127,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",1.2435451486764,0.0
128,"Electricity grid mix, consumption mix, at consumer, AC, 230V",3.26567438520975,0.0
129,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",4.99109348124066e-05,0.0
130,"Electricity grid mix, consumption mix, at consumer, AC, 230V",-7.38058487998198e-05,0.0
131,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",0.000757379816434664,0.0
132,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",0.00111305295905591,0.0
133,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.00143800337735507,0.0
134,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",0.0354265724204742,0.0
135,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",1.25491006414533,0.0
136,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",7.39398792185387e-07,0.0
137,"Electricity grid mix, consumption mix, at consumer, AC, 230V",3.47763992699179e-06,0.0
138,"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",8.4474373809758e-05,0.0
139,"Electricity grid mix, consumption mix, at consumer, AC, 230V",1.89343240714086e-05,0.0
140,"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",5.65216492437199e-07,0.0
141,"Landfill of municipal solid waste, BE, DK technology mix, at landfill site, landfill including landfill gas utilisation and leachate treatment, without collection, transport and   pre-treatment",0.0124017608341583,0.0
142,"Electricity grid mix, consumption mix, at consumer, AC, 230V",4.81505696578194,0.0
143,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.000247755285728175,0.0
144,"Electricity Mix, consumption mix, at consumer, AC, 240V",6.65261044762071e-06,0.0
145,"Electricity Mix, consumption mix, at consumer, AC, 220V",6.11786949644584e-05,0.0
146,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.000434692942321208,0.0
147,"Rail transport, technology mix, electricity driven, cargo",,0.0160439091714907
148,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",8.8861984592668e-05,0.0
149,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",0.000187461270207483,0.0
150,"Natural Gas Mix, consumption mix, at consumer, technology mix, onshore and offshore production incl. pipeline and LNG transprt",49.1873390006249,0.0
151,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.0011384586157951,0.0
152,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",0.0802693939849134,0.0
153,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",1.68697671816461e-05,0.0
154,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.00107663272426442,0.0
155,"Electricity Mix, consumption mix, at consumer, AC, < 1kV",0.122873415674527,0.0
156,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",0.0150085840521406,0.0
157,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",3.84490420753739e-07,0.0
158,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",2.71266366910439e-06,0.0
159,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.00108873627398375,0.0
160,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",0.320957540661509,0.0
161,"Landfill of municipal solid waste, AT, DE, IT, LU, NL, SE, CH technology mix, at landfill site, landfill including landfill gas utilisation and leachate treatment, without collection, transport and   pre-treatment",0.0077064930637064,0.0
162,"Landfill of municipal solid waste, ES, GR, PT technology mix, at landfill site, landfill including landfill gas utilisation and leachate treatment, without collection, transport and   pre-treatment",0.0517449254242567,0.0
163,"Landfill of municipal solid waste, FR, GB, IE, FI, NO technology mix, at landfill site, landfill including landfill gas utilisation and leachate treatment, without collection, transport and   pre-treatment",0.0123683232383497,0.0
164,"Landfill of paper waste, at landfill site, landfill including landfill gas utilisation and leachate treatment and without collection, transport and   pre-treatment",8.51054916598268e-11,0.0
165,"Landfill of biodegradable waste, at landfill site, landfill including landfill gas utilisation and leachate treatment and without collection, transport and   pre-treatment",0.0585033968498164,0.0
166,"Landfill of textiles, at landfill site, landfill including landfill gas utilisation and leachate treatment and without collection, transport and   pre-treatment",0.058503442400805,0.0
167,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",2.59080260309306e-06,0.0
168,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",0.0591374210949919,0.0
169,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",2.00155542018971e-05,0.0
170,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",1.68685208632071e-05,0.0
171,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",1.21902723414625,0.0
172,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.00264193798298539,0.0
173,"Electricity grid mix, consumption mix, at consumer, AC, 230V",0.0514313544033047,0.0
174,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",7.05500710309715e-07,0.0
175,"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.00578481740649383,0.0
176,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",0.507124593879013,0.0
177,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",1.17420507190564,0.0
178,"Light fuel oil, consumption mix, at refinery, from crude oil, 2000 ppm sulphur",0.00479452695848546,0.0
179,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",0.0743748642218201,0.0
180,"Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",6.75795861520716e-05,0.0
181,"Process Steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",7.74830120062781e-07,0.0
182,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",0.00921580952218612,0.0
183,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",3.56624784550913e-07,0.0
184,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",1.22350394296716,0.0
185,"Electricity from wind power, production mix, at power plant, AC, <1kV",0.02344399073568,0.0
186,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",0.380728072592467,0.0
187,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",4.70961916349037e-06,0.0
188,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",0.00311283582601988,0.0
189,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",4.39391580440884e-07,0.0
190,"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.000319610270263772,0.0
191,"Electricity from hydroelectric power plants, production mix, at power plant, AC, < 1kV",0.00223722625555115,0.0
192,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.0746230811740801,0.0
193,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",12.4632987948054,0.0
194,"Rail transport, technology mix, electricity driven, cargo",0.00528480297627286,0.0
195,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.000672848181560795,0.0
196,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",9.2051832029034e-06,0.0
197,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.00274174778363943,0.0
198,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",0.000820740337579435,0.0
199,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",4.21576453862087,0.0
200,"Electricity from hydro power, production mix, at power plant, AC, 230V",4.23577778720186,0.0
201,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",1.22350331190602,0.0
202,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",0.178130727089421,0.0
203,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",0.00626098402804815,0.0
204,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.000501890213226652,0.0
205,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",0.0172521995608854,0.0
206,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",0.0940834133786021,0.0
207,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",1.37725649538961,0.0
208,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",0.00268584155868454,0.0
209,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",5.16458492044834e-05,0.0
210,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",0.0131617878535583,0.0
211,"Electricity grid mix, consumption mix, at consumer, AC, 230V",3.63127772983956,0.0
212,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",0.00318653425686192,0.0
213,"Electricity grid mix, consumption mix, at consumer, AC, 230V",0.141404716581426,0.0
214,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",0.00357423208458551,0.0
215,"Electricity Mix, consumption mix, at consumer, AC, 220V",0.653758721900471,0.0
216,"Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.000321418861365532,0.0
217,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",1.66991154989506e-07,0.0
218,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",2.11015113998082e-07,0.0
219,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",0.000618298714100543,0.0
220,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",1.86224466340982e-05,0.0
221,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",0.279112092862431,0.0
222,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",2.77164178647853,0.0
223,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",0.0238043927509704,0.0
224,"Electricity grid mix, consumption mix, at consumer, AC, 230V",6.21586120529608,0.0
225,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",0.00451722357538994,0.0
226,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.000133595168887834,0.0
227,"Electricity grid mix, consumption mix, at consumer, AC, 230V",0.73910634697267,0.0
228,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",2.53566419639655,0.0
229,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",0.000126015132225133,0.0
230,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",0.000125236001737161,0.0
231,"Electricity Mix, consumption mix, at consumer, AC, 230V",0.138781095112092,0.0
232,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",0.00328078692798734,0.0
233,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",0.000390207126812745,0.0
234,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",1.08848952266359e-07,0.0
235,"Electricity grid mix, consumption mix, at consumer, AC, < 1kV",0.0156252024911806,0.0
236,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",0.000106189662102479,0.0
237,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",9.99860265763216e-07,0.0
238,Dummy_BOF Gas Dust,,0.0
239,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",3.38869048433721,0.0
240,"Electricity Mix, consumption mix, at consumer, AC, 220V",6.36574010367567,0.0
241,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",0.0371133204362594,0.0
242,"Electricity Mix, consumption mix, at consumer, AC, 230V",0.0102828058672551,0.0
243,"Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",7.31743669198007e-05,0.0
244,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",0.00104968601025764,0.0
245,"Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.00433366312010383,0.0
246,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",1.63920445701993,0.0
247,"Hydrogen chloride gas (HCl), production mix for PVC production, at plant",0.0874625962264151,-0.17238846
248,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",8.67816667153766e-07,0.0
249,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",6.91844091098482e-07,0.0
250,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",0.00674891485697517,0.0
251,Dummy_electricity,,0.0
252,"Electricity Mix, consumption mix, at consumer, AC, 230V",3.91682479677837e-05,0.0
253,"Electricity grid mix, consumption mix, at consumer, AC, 230V",0.000263285287355198,0.0
254,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",2.01859750084066e-05,0.0
255,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.000130670265169873,0.0
256,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.000504792818757106,0.0
257,"Heavy fuel oil at refinery (1.0wt.% S), production mix, at refinery, from crude oil, fuel supply, 1 wt.% sulphur",2.85868798081638e-05,0.0
258,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",0.00902291263761661,0.0
259,"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.00111431522845661,0.0
260,"Rail transport, technology mix, diesel driven, cargo",,0.000696670921241325
261,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",0.0704618728200888,0.0
262,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",0.0718017412012497,0.0
263,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.00506405978550965,0.0
264,"Electricity Mix, consumption mix, at consumer, AC, 230V",1.73859077690477,0.0
265,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",2.8325860714041,0.0
